日期,时间,发电类型,发电出力值,负荷率,受阻率,厂用率
20231031,15:30,水电有功,246.3823,44.558,0.0,0.0457
20231031,15:30,风电,3937.5159,50.95,0.0,-0.7349
20231031,15:30,火电生物质,1256.6143,0.0,0.0,0.0
20231031,15:30,光伏,453.8385,9.96,0.0,2.2052
20231031,15:45,火电燃煤,9385.7949,55.3779,33.72,11.3459
20231031,15:45,火电生物质,1214.7297,0.0,0.0,0.0
20231031,15:45,风电,4008.2034,51.48,0.0,-0.7787
20231031,15:45,水电有功,384.2933,78.2008,0.0,0.9085
20231031,15:45,光伏,278.0029,6.1,0.0,2.8226
20231031,15:45,发电有功,15447.4346,0.0,0.0,0.0
20231031,16:00,光伏,122.4379,2.69,0.0,4.8619
20231031,16:00,火电生物质,1229.9917,0.0,0.0,0.0
20231031,16:00,风电,4050.8074,51.96,0.0,-0.6412
20231031,16:00,发电有功,15737.0137,0.0,0.0,0.0
20231031,16:00,水电有功,385.1751,78.425,0.0,2.0138
20231031,16:00,火电燃煤,9762.7559,57.6209,32.41,11.0797
20231031,16:15,风电,3994.3076,51.23,0.0,-0.6287
20231031,16:15,火电燃煤,10077.8838,59.5531,31.24,10.8381
20231031,16:15,发电有功,15968.0342,0.0,0.0,0.0
20231031,16:15,水电有功,442.1674,92.372,0.0,1.4161
20231031,16:15,光伏,33.692,0.74,0.0,0.0
20231031,16:15,火电生物质,1230.6709,0.0,0.0,0.0
20231031,16:30,光伏,0.0605,0.0,0.0,0.0
20231031,16:30,火电燃煤,10179.3145,60.16,31.09,10.7497
20231031,16:30,水电有功,443.2682,92.174,0.0,1.2172
20231031,16:30,发电有功,16011.9531,0.0,0.0,0.0
20231031,16:30,火电生物质,1234.0901,0.0,0.0,0.0
20231031,16:30,风电,3983.7253,50.98,0.0,-0.7537
20231031,16:45,火电燃煤,10462.2979,61.9018,30.14,10.6673
20231031,16:45,水电有功,443.7293,92.3403,0.0,1.2819
20231031,16:45,发电有功,16201.5469,0.0,0.0,0.0
20231031,16:45,风电,3843.2935,49.3,0.0,-0.4243
20231031,17:00,火电生物质,1277.6013,0.0,0.0,0.0
20231031,17:00,光伏,0.0,0.0,0.0,0.0
20231031,17:00,发电有功,15768.709,0.0,0.0,0.0
20231031,17:00,火电燃煤,10164.8643,60.2646,30.99,10.8371
20231031,17:00,水电有功,208.3294,91.2479,0.0,1.644
20231031,17:00,风电,3939.2964,50.4,0.0,-0.2998
20231031,17:15,火电燃煤,9762.9531,58.5222,32.11,11.0875
20231031,17:15,水电有功,207.5811,91.2032,0.0,1.8007
20231031,17:15,光伏,0.0,0.0,0.0,0.0
20231031,17:15,风电,3881.7632,49.74,0.0,-0.0859
20231031,17:15,火电生物质,1302.4744,0.0,0.0,0.0
20231031,17:15,发电有功,15337.2197,0.0,0.0,0.0
20231031,17:30,光伏,0.0,0.0,0.0,0.0
20231031,17:30,风电,3936.6318,50.43,0.0,-0.0137
20231031,17:30,水电有功,207.9695,91.3587,0.0,1.9745
20231031,17:30,火电生物质,1323.1482,0.0,0.0,0.0
20231031,17:30,发电有功,15253.002,0.0,0.0,0.0
20231031,17:30,火电燃煤,9601.0859,57.5579,32.66,11.1523
20231031,17:45,火电燃煤,9507.374,56.9098,32.91,11.1963
20231031,17:45,火电生物质,1311.9071,0.0,0.0,0.0
20231031,17:45,发电有功,15101.8799,0.0,0.0,0.0
20231031,17:45,水电有功,207.6084,91.2052,0.0,1.9035
20231031,17:45,光伏,0.0,0.0,0.0,0.0
20231031,17:45,风电,3893.2769,49.93,0.0,0.0924
20231031,18:00,火电燃煤,9382.0645,56.1706,33.33,11.3658
20231031,18:00,发电有功,14875.9717,0.0,0.0,0.0
20231031,18:00,光伏,0.0,0.0,0.0,0.0
20231031,18:00,水电有功,174.2265,80.8965,0.0,4.1291
20231031,18:00,火电生物质,1302.2478,0.0,0.0,0.0
20231031,18:00,风电,3844.5962,49.34,0.0,0.0032
20231031,18:15,发电有功,14758.9248,0.0,0.0,0.0
20231031,18:15,光伏,0.0,0.0,0.0,0.0
20231031,18:15,水电有功,172.0961,93.0487,0.0,1.3967
20231031,18:15,火电燃煤,9399.8701,56.1503,33.52,11.3571
20231031,18:15,火电生物质,1285.0286,0.0,0.0,0.0
20231031,18:15,风电,3729.2271,47.86,0.0,0.0632
20231031,18:30,水电有功,173.4564,93.3475,0.0,0.6535
20231031,18:30,火电燃煤,9490.7773,56.6304,33.26,11.2335
20231031,18:30,发电有功,14692.123,0.0,0.0,0.0
20231031,18:30,光伏,0.0,0.0,0.0,0.0
20231031,18:30,火电生物质,1283.6953,0.0,0.0,0.0
20231031,18:30,风电,3598.7744,46.16,0.0,0.3437
20231031,18:45,火电生物质,1282.269,0.0,0.0,0.0
20231031,18:45,风电,3414.7683,44.03,0.0,-0.5921
20231031,18:45,火电燃煤,9548.1641,56.9758,33.1,11.2824
20231031,18:45,发电有功,14593.6797,0.0,0.0,0.0
20231031,18:45,光伏,0.0,0.0,0.0,0.0
20231031,18:45,水电有功,173.6061,93.3647,0.0,3.7274
20231031,19:00,火电生物质,1291.7626,0.0,0.0,0.0
20231031,19:00,水电有功,173.3673,93.3279,0.0,2.7199
20231031,19:00,风电,3139.3848,40.46,0.0,0.0513
20231031,19:00,火电燃煤,9602.4648,57.3852,32.82,11.1415
20231031,19:00,光伏,0.0,0.0,0.0,0.0
20231031,19:00,发电有功,14384.2246,0.0,0.0,0.0
20231031,19:15,水电有功,174.2193,93.4722,0.0,4.0637
20231031,19:15,风电,2890.9141,37.51,0.0,0.161
20231031,19:15,火电生物质,1299.3444,0.0,0.0,0.0
20231031,19:15,火电燃煤,9619.7412,57.4964,32.66,11.2062
20231031,19:15,发电有功,14160.4482,0.0,0.0,0.0
20231031,19:15,光伏,0.0,0.0,0.0,0.0
20231031,19:30,风电,2737.4756,35.53,0.0,0.4705
20231031,19:30,火电燃煤,9615.0107,57.4801,32.63,11.1851
20231031,19:30,发电有功,14003.8838,0.0,0.0,0.0
20231031,19:30,水电有功,173.9607,93.4442,0.0,3.6273
20231031,19:30,光伏,0.0,0.0,0.0,0.0
20231031,19:30,火电生物质,1274.0398,0.0,0.0,0.0
20231031,19:45,发电有功,13823.8936,0.0,0.0,0.0
20231031,19:45,光伏,0.0,0.0,0.0,0.0
20231031,19:45,水电有功,173.8589,93.3329,0.0,5.0594
20231031,19:45,火电生物质,1297.7665,0.0,0.0,0.0
20231031,19:45,风电,2547.8938,33.21,0.0,0.917
20231031,19:45,火电燃煤,9615.8389,57.5085,32.39,11.1492
20231031,20:00,发电有功,13713.0557,0.0,0.0,0.0
20231031,20:00,光伏,0.0,0.0,0.0,0.0
20231031,20:00,水电有功,174.0445,93.3663,0.0,1.1708
20231031,20:00,风电,2500.6387,32.67,0.0,0.9659
20231031,20:00,火电燃煤,9540.9609,57.0933,32.7,11.2664
20231031,20:00,火电生物质,1291.9944,0.0,0.0,0.0
20231031,20:15,发电有功,13611.7627,0.0,0.0,0.0
20231031,20:15,光伏,0.0,0.0,0.0,0.0
20231031,20:15,水电有功,174.2678,93.4802,0.0,5.6251
20231031,20:15,火电生物质,1279.498,0.0,0.0,0.0
20231031,20:15,风电,2394.2991,31.35,0.0,0.6392
20231031,20:15,火电燃煤,9558.4092,57.3107,32.26,11.2496
20231031,20:30,水电有功,174.6051,93.3153,0.0,4.7816
20231031,20:30,光伏,0.0,0.0,0.0,0.0
20231031,20:30,发电有功,13465.9434,0.0,0.0,0.0
20231031,20:30,火电燃煤,9579.7471,57.2556,32.71,11.0946
20231031,20:30,风电,2266.127,29.71,0.0,0.5312
20231031,20:30,火电生物质,1272.6132,0.0,0.0,0.0
20231031,20:45,火电燃煤,9572.2773,57.1973,33.0,11.1954
20231031,20:45,水电有功,174.7658,93.4966,0.0,4.7301
20231031,20:45,火电生物质,1272.5415,0.0,0.0,0.0
20231031,20:45,光伏,0.0,0.0,0.0,0.0
20231031,20:45,发电有功,13369.2344,0.0,0.0,0.0
20231031,20:45,风电,2182.1682,28.63,0.0,0.5513
20231031,21:00,水电有功,174.7193,93.3893,0.0,2.9189
20231031,21:00,火电生物质,1277.2653,0.0,0.0,0.0
20231031,21:00,风电,2160.9854,28.34,0.0,0.0517
20231031,21:00,火电燃煤,9549.3613,57.0263,33.11,11.1886
20231031,21:00,发电有功,13318.0859,0.0,0.0,0.0
20231031,21:00,光伏,0.0,0.0,0.0,0.0
20231031,21:15,发电有功,13293.8955,0.0,0.0,0.0
20231031,21:15,火电生物质,1265.7485,0.0,0.0,0.0
20231031,21:15,风电,2120.6321,27.81,0.0,-1.052
20231031,21:15,火电燃煤,9566.3154,57.1522,33.08,11.2778
20231031,21:15,光伏,0.0,0.0,0.0,0.0
20231031,21:15,水电有功,174.7554,93.5125,0.0,2.3572
20231031,21:30,火电生物质,1270.5908,0.0,0.0,0.0
20231031,21:30,发电有功,13188.6436,0.0,0.0,0.0
20231031,21:30,火电燃煤,9549.9102,57.0081,33.2,11.2628
20231031,21:30,风电,2028.2566,26.67,0.0,-1.6725
20231031,21:30,水电有功,174.5295,93.4093,0.0,2.2914
20231031,21:30,光伏,0.0,0.0,0.0,0.0
20231031,21:45,光伏,0.0,0.0,0.0,0.0
20231031,21:45,发电有功,13134.4932,0.0,0.0,0.0
20231031,21:45,火电燃煤,9522.9561,56.9961,33.02,11.2004
20231031,21:45,风电,1956.0377,25.82,0.0,-2.4087
20231031,21:45,火电生物质,1304.1248,0.0,0.0,0.0
20231031,21:45,水电有功,174.5955,93.5204,0.0,1.9298
20231031,22:00,火电生物质,1309.0801,0.0,0.0,0.0
20231031,22:00,光伏,0.0,0.0,0.0,0.0
20231031,22:00,发电有功,12954.8984,0.0,0.0,0.0
20231031,22:00,火电燃煤,9539.8291,57.11,32.82,11.2905
20231031,22:00,水电有功,174.4048,93.4251,0.0,3.3715
20231031,22:00,风电,1752.6689,23.23,0.0,-3.1422
20231031,22:15,火电燃煤,9488.2705,56.8537,33.05,11.2116
20231031,22:15,风电,1660.1095,22.11,0.0,-3.0417
20231031,22:15,火电生物质,1314.7446,0.0,0.0,0.0
20231031,22:15,水电有功,173.3887,93.3911,0.0,2.9734
20231031,22:15,发电有功,12808.7393,0.0,0.0,0.0
20231031,22:15,光伏,0.0,0.0,0.0,0.0
20231031,22:30,风电,1574.2139,21.11,0.0,-2.9347
20231031,22:30,发电有功,12766.6602,0.0,0.0,0.0
20231031,22:30,火电燃煤,9558.8057,57.2523,32.25,11.1775
20231031,22:30,火电生物质,1291.6688,0.0,0.0,0.0
20231031,22:30,水电有功,160.328,100.4509,0.0,6.6072
20231031,22:30,光伏,0.0,0.0,0.0,0.0
20231031,22:45,火电燃煤,9506.2686,56.9285,32.39,11.297
20231031,22:45,水电有功,153.2166,94.2052,0.0,2.8474
20231031,22:45,光伏,0.0,0.0,0.0,0.0
20231031,22:45,火电生物质,1282.871,0.0,0.0,0.0
20231031,22:45,风电,1470.8572,19.67,0.0,-1.7816
20231031,22:45,发电有功,12606.1475,0.0,0.0,0.0
20231031,23:00,水电有功,153.3779,94.0603,0.0,3.9808
20231031,23:00,火电生物质,1302.5061,0.0,0.0,0.0
20231031,23:00,风电,1386.2632,18.52,0.0,-0.5796
20231031,23:00,火电燃煤,9490.3623,56.8718,32.4,11.288
20231031,23:00,光伏,0.0,0.0,0.0,0.0
20231031,23:00,发电有功,12532.2383,0.0,0.0,0.0
20231031,23:15,风电,1355.3358,18.04,0.0,-0.6419
20231031,23:15,火电生物质,1292.4221,0.0,0.0,0.0
20231031,23:15,发电有功,12492.7217,0.0,0.0,0.0
20231031,23:15,水电有功,153.3851,94.1157,0.0,3.3965
20231031,23:15,光伏,0.0,0.0,0.0,0.0
20231031,23:15,火电燃煤,9493.6465,56.8529,32.49,11.2843
20231101,00:00,水电有功,153.149,93.7869,0.0,2.904
20231101,00:00,发电有功,12219.8389,0.0,0.0,0.0
20231101,00:00,火电燃煤,9503.6289,56.9438,32.28,11.1929
20231101,00:00,风电,1064.2363,14.2,0.0,-4.221
20231101,00:00,火电生物质,1293.3818,0.0,0.0,0.0
20231101,00:00,光伏,0.0,0.0,0.0,0.0
20231101,00:15,火电生物质,1283.4933,0.0,0.0,0.0
20231101,00:15,水电有功,153.1544,93.9137,0.0,-0.0761
20231101,00:15,光伏,0.0,0.0,0.0,0.0
20231101,00:15,火电燃煤,9517.7383,57.0766,32.08,11.284
20231101,00:15,风电,1086.1576,14.51,0.0,-5.3222
20231101,00:15,发电有功,12247.1016,0.0,0.0,0.0
20231101,00:30,光伏,0.0,0.0,0.0,0.0
20231101,00:30,发电有功,12244.3135,0.0,0.0,0.0
20231101,00:30,风电,1080.2316,14.44,0.0,-6.9909
20231101,00:30,火电生物质,1282.2881,0.0,0.0,0.0
20231101,00:30,水电有功,153.3266,94.0506,0.0,2.6589
20231101,00:30,火电燃煤,9511.3916,56.9879,32.18,11.2128
20231101,00:45,水电有功,153.0385,93.968,0.0,4.3953
20231101,00:45,发电有功,12180.8018,0.0,0.0,0.0
20231101,00:45,光伏,0.0,0.0,0.0,0.0
20231101,00:45,火电生物质,1252.6198,0.0,0.0,0.0
20231101,00:45,风电,1055.9794,14.1,0.0,-6.2023
20231101,00:45,火电燃煤,9489.707,56.8954,32.18,11.1519
20231101,01:00,水电有功,153.1872,94.0237,0.0,2.8925
20231101,01:00,发电有功,12108.6221,0.0,0.0,0.0
20231101,01:00,火电燃煤,9454.2637,56.59,32.62,11.1986
20231101,01:00,风电,1026.5481,13.74,0.0,-5.7295
20231101,01:00,火电生物质,1260.9287,0.0,0.0,0.0
20231101,01:00,光伏,0.0,0.0,0.0,0.0
20231101,01:15,风电,1035.7593,14.02,0.0,-5.4868
20231101,01:15,发电有功,12168.252,0.0,0.0,0.0
20231101,01:15,光伏,0.0,0.0,0.0,0.0
20231101,01:15,水电有功,152.8365,93.8031,0.0,0.9888
20231101,01:15,火电生物质,1287.8833,0.0,0.0,0.0
20231101,01:15,火电燃煤,9492.0732,56.9106,32.22,11.0983
20231101,01:30,火电生物质,1292.6975,0.0,0.0,0.0
20231101,01:30,风电,999.8801,13.49,0.0,-3.4209
20231101,01:30,发电有功,12132.9307,0.0,0.0,0.0
20231101,01:30,水电有功,153.2613,93.8108,0.0,3.0766
20231101,01:30,火电燃煤,9484.0898,56.8173,32.29,11.0987
20231101,01:30,光伏,0.0,0.0,0.0,0.0
20231101,01:45,发电有功,12052.6416,0.0,0.0,0.0
20231101,01:45,水电有功,153.1708,93.9925,0.0,1.8967
20231101,01:45,火电燃煤,9474.9453,56.7427,32.33,11.1835
20231101,01:45,光伏,0.0,0.0,0.0,0.0
20231101,01:45,风电,948.3356,12.9,0.0,-4.265
20231101,01:45,火电生物质,1268.6064,0.0,0.0,0.0
20231101,02:00,光伏,0.0,0.0,0.0,0.0
20231101,02:00,火电燃煤,9497.8506,56.9335,32.28,11.0546
20231101,02:00,发电有功,12047.9492,0.0,0.0,0.0
20231101,02:00,风电,914.413,12.54,0.0,-3.593
20231101,02:00,火电生物质,1262.5872,0.0,0.0,0.0
20231101,02:00,水电有功,153.0627,93.8247,0.0,3.0732
20231101,02:15,风电,948.0026,13.05,0.0,-3.406
20231101,02:15,光伏,0.0,0.0,0.0,0.0
20231101,02:15,水电有功,153.0464,93.9552,0.0,1.5717
20231101,02:15,火电生物质,1283.4871,0.0,0.0,0.0
20231101,02:15,火电燃煤,9532.1357,57.1316,32.14,11.1522
20231101,02:15,发电有功,12124.8047,0.0,0.0,0.0
20231101,02:30,风电,922.5875,12.7,0.0,-4.4665
20231101,02:30,发电有功,12065.0586,0.0,0.0,0.0
20231101,02:30,水电有功,153.2236,93.8,0.0,0.997
20231101,02:30,火电生物质,1287.6345,0.0,0.0,0.0
20231101,02:30,火电燃煤,9487.6582,56.9652,32.23,11.0798
20231101,02:30,光伏,0.0,0.0,0.0,0.0
20231101,02:45,火电燃煤,9534.4824,57.125,32.18,11.1237
20231101,02:45,火电生物质,1298.7161,0.0,0.0,0.0
20231101,02:45,风电,890.8087,12.36,0.0,-5.7928
20231101,02:45,光伏,0.0,0.0,0.0,0.0
20231101,02:45,水电有功,153.2654,93.9578,0.0,-0.6084
20231101,02:45,发电有功,12072.3818,0.0,0.0,0.0
20231101,03:00,火电生物质,1311.416,0.0,0.0,0.0
20231101,03:00,光伏,0.0,0.0,0.0,0.0
20231101,03:00,火电燃煤,9597.6387,57.5441,31.84,11.0598
20231101,03:00,风电,891.5078,12.37,0.0,-7.4364
20231101,03:00,发电有功,12151.5576,0.0,0.0,0.0
20231101,03:00,水电有功,153.2343,93.8785,0.0,2.3141
20231101,03:15,发电有功,12039.3379,0.0,0.0,0.0
20231101,03:15,火电燃煤,9619.3359,57.6374,31.74,10.9906
20231101,03:15,火电生物质,1288.8325,0.0,0.0,0.0
20231101,03:15,水电有功,152.6932,93.4979,0.0,3.8722
20231101,03:15,光伏,0.0,0.0,0.0,0.0
20231101,03:15,风电,794.1464,11.02,0.0,-8.2084
20231101,03:30,风电,789.6666,10.76,0.0,-5.7199
20231101,03:30,火电生物质,1285.8358,0.0,0.0,0.0
20231101,03:30,水电有功,153.3477,93.8638,0.0,0.621
20231101,03:30,发电有功,12092.8887,0.0,0.0,0.0
20231101,03:30,火电燃煤,9674.8252,57.9795,31.56,11.0844
20231101,03:30,光伏,0.0,0.0,0.0,0.0
20231101,03:45,火电燃煤,9695.1855,58.1542,31.42,11.0597
20231101,03:45,发电有功,12116.6758,0.0,0.0,0.0
20231101,03:45,光伏,0.0,0.0,0.0,0.0
20231101,03:45,水电有功,153.1413,93.7936,0.0,3.2019
20231101,03:45,火电生物质,1301.1655,0.0,0.0,0.0
20231101,03:45,风电,779.2732,10.65,0.0,-4.3583
20231101,04:00,火电燃煤,9720.2031,58.2887,31.28,11.0562
20231101,04:00,发电有功,12111.5918,0.0,0.0,0.0
20231101,04:00,光伏,0.0,0.0,0.0,0.0
20231101,04:00,水电有功,153.0422,93.6262,0.0,2.7301
20231101,04:00,火电生物质,1279.6554,0.0,0.0,0.0
20231101,04:00,风电,756.559,10.43,0.0,-3.9214
20231101,04:15,风电,764.6913,10.63,0.0,-3.9692
20231101,04:15,发电有功,12307.4355,0.0,0.0,0.0
20231101,04:15,水电有功,153.0774,93.8034,0.0,2.8488
20231101,04:15,光伏,0.0,0.0,0.0,0.0
20231101,04:15,火电生物质,1289.9478,0.0,0.0,0.0
20231101,04:15,火电燃煤,9900.0469,59.3658,30.72,10.9645
20231101,04:30,风电,745.1271,10.42,0.0,-5.7354
20231101,04:30,火电燃煤,9964.1924,59.8033,30.41,10.7975
20231101,04:30,光伏,0.0,0.0,0.0,0.0
20231101,04:30,火电生物质,1286.4448,0.0,0.0,0.0
20231101,04:30,水电有功,154.7719,93.6016,0.0,1.0352
20231101,04:30,发电有功,12357.4229,0.0,0.0,0.0
20231101,04:45,发电有功,12487.082,0.0,0.0,0.0
20231101,04:45,光伏,0.0,0.0,0.0,0.0
20231101,04:45,火电生物质,1302.3939,0.0,0.0,0.0
20231101,04:45,水电有功,154.6897,93.7456,0.0,4.0364
20231101,04:45,风电,760.554,10.65,0.0,-6.0485
20231101,04:45,火电燃煤,10051.8311,60.3272,30.28,10.7829
20231101,05:00,光伏,0.0,0.0,0.0,0.0
20231101,05:00,火电生物质,1299.3651,0.0,0.0,0.0
20231101,05:00,水电有功,154.9249,93.8079,0.0,3.2949
20231101,05:00,火电燃煤,10183.7236,61.0901,29.93,10.6965
20231101,05:00,发电有功,12607.4775,0.0,0.0,0.0
20231101,05:00,风电,748.4979,10.44,0.0,-5.1
20231101,05:15,光伏,0.0,0.0,0.0,0.0
20231101,05:15,火电生物质,1315.7369,0.0,0.0,0.0
20231101,05:15,火电燃煤,10344.4648,62.0624,29.47,10.6474
20231101,05:15,风电,760.3911,10.6,0.0,-2.5972
20231101,05:15,发电有功,12781.4902,0.0,0.0,0.0
20231101,05:15,水电有功,154.5839,93.6659,0.0,2.0741
20231101,05:30,水电有功,154.4169,93.1975,0.0,3.1266
20231101,05:30,发电有功,12881.2266,0.0,0.0,0.0
20231101,05:30,火电生物质,1305.1216,0.0,0.0,0.0
20231101,05:30,光伏,0.0,0.0,0.0,0.0
20231101,05:30,风电,766.9222,10.76,0.0,-2.1698
20231101,05:30,火电燃煤,10440.0752,62.6719,29.17,10.5824
20231101,05:45,风电,769.552,10.77,0.0,-0.528
20231101,05:45,光伏,0.0,0.0,0.0,0.0
20231101,05:45,水电有功,154.1768,93.3737,0.0,1.422
20231101,05:45,发电有功,13059.2773,0.0,0.0,0.0
20231101,05:45,火电生物质,1314.1831,0.0,0.0,0.0
20231101,05:45,火电燃煤,10605.8096,63.7014,28.7,10.5219
20231101,06:00,水电有功,154.4362,93.4092,0.0,3.2737
20231101,06:00,发电有功,13423.4834,0.0,0.0,0.0
20231101,06:00,火电燃煤,10962.9043,65.9031,27.71,10.3489
20231101,06:00,火电生物质,1324.6143,0.0,0.0,0.0
20231101,06:00,风电,766.7605,10.66,0.0,-1.4343
20231101,06:00,光伏,0.0,0.0,0.0,0.0
20231101,06:15,发电有功,13872.5098,0.0,0.0,0.0
20231101,06:15,火电燃煤,11421.1572,68.7585,26.5,10.202
20231101,06:15,光伏,0.0,0.0,0.0,0.0
20231101,06:15,水电有功,154.6279,93.4058,0.0,2.7168
20231101,06:15,风电,747.5767,10.37,0.0,-2.6298
20231101,06:15,火电生物质,1338.5471,0.0,0.0,0.0
20231101,06:30,光伏,5.5885,0.12,0.0,0.0
20231101,06:30,火电燃煤,11793.2061,70.9916,25.64,10.0155
20231101,06:30,风电,722.4528,9.93,0.0,-5.3876
20231101,06:30,水电有功,369.5088,77.7219,0.0,1.5906
20231101,06:30,火电生物质,1328.7684,0.0,0.0,0.0
20231101,06:30,发电有功,14436.6846,0.0,0.0,0.0
20231101,06:45,风电,707.9816,9.71,0.0,-3.3631
20231101,06:45,光伏,42.7009,0.94,0.0,0.0
20231101,06:45,火电生物质,1319.2335,0.0,0.0,0.0
20231101,06:45,发电有功,14713.5234,0.0,0.0,0.0
20231101,06:45,水电有功,420.9446,90.881,0.0,1.6205
20231101,06:45,火电燃煤,12007.7656,72.3682,25.09,9.9296
20231101,07:00,发电有功,14722.1494,0.0,0.0,0.0
20231101,07:00,风电,609.3698,8.29,0.0,-4.984
20231101,07:00,水电有功,172.8362,92.3846,0.0,3.3047
20231101,07:00,火电燃煤,12294.293,74.2504,24.08,9.8627
20231101,07:00,火电生物质,1317.3407,0.0,0.0,0.0
20231101,07:00,光伏,95.692,2.1,0.0,4.4961
20231101,07:15,风电,545.4439,7.45,0.0,-6.2869
20231101,07:15,火电生物质,1334.7061,0.0,0.0,0.0
20231101,07:15,火电燃煤,12264.5186,74.0643,24.14,9.8726
20231101,07:15,光伏,159.2469,3.49,0.0,4.1183
20231101,07:15,水电有功,172.9242,92.3793,0.0,1.3169
20231101,07:15,发电有功,14702.9307,0.0,0.0,0.0
20231101,07:30,风电,494.4792,6.79,0.0,-4.578
20231101,07:30,火电生物质,1333.9985,0.0,0.0,0.0
20231101,07:30,发电有功,14768.1016,0.0,0.0,0.0
20231101,07:30,光伏,317.4736,6.97,0.0,2.0977
20231101,07:30,水电有功,166.8464,92.462,0.0,1.1523
20231101,07:30,火电燃煤,12221.2188,73.791,24.28,9.7849
20231101,07:45,发电有功,14727.8037,0.0,0.0,0.0
20231101,07:45,光伏,407.1177,8.93,0.0,1.7395
20231101,07:45,水电有功,166.0941,92.3328,0.0,3.1963
20231101,07:45,火电生物质,1329.8162,0.0,0.0,0.0
20231101,07:45,火电燃煤,12161.3994,73.3333,24.57,9.9505
20231101,07:45,风电,451.1392,6.31,0.0,0.2815
20231101,08:00,火电燃煤,12210.1172,73.4649,24.76,9.8498
20231101,08:00,发电有功,15085.54,0.0,0.0,0.0
20231101,08:00,光伏,539.3517,11.83,0.0,1.5824
20231101,08:00,火电生物质,1286.2041,0.0,0.0,0.0
20231101,08:00,水电有功,392.6342,85.4661,0.0,2.4315
20231101,08:00,风电,459.4378,6.47,0.0,-0.4539
20231101,08:15,水电有功,419.5217,92.332,0.0,1.4078
20231101,08:15,火电生物质,1311.7822,0.0,0.0,0.0
20231101,08:15,风电,480.0345,6.77,0.0,0.2068
20231101,08:15,光伏,619.7436,13.6,0.0,1.0327
20231101,08:15,火电燃煤,12396.9678,74.5619,24.48,9.8661
20231101,08:15,发电有功,15415.4668,0.0,0.0,0.0
20231101,08:30,风电,476.864,6.77,0.0,1.8282
20231101,08:30,火电生物质,1287.8076,0.0,0.0,0.0
20231101,08:30,水电有功,418.8853,92.1692,0.0,1.6763
20231101,08:30,光伏,917.1867,20.13,0.0,1.137
20231101,08:30,发电有功,15332.1104,0.0,0.0,0.0
20231101,08:30,火电燃煤,12033.3682,72.3842,25.24,10.0706
20231101,08:45,风电,405.7988,5.79,0.0,1.3194
20231101,08:45,火电燃煤,11878.9453,71.5133,25.47,10.089
20231101,08:45,光伏,1373.9138,30.15,0.0,0.7634
20231101,08:45,水电有功,339.9469,71.966,0.0,3.1569
20231101,08:45,发电有功,15498.9336,0.0,0.0,0.0
20231101,08:45,火电生物质,1290.3577,0.0,0.0,0.0
20231101,09:00,风电,387.9978,5.58,0.0,3.9644
20231101,09:00,火电生物质,1264.1899,0.0,0.0,0.0
20231101,09:00,火电燃煤,11614.9307,69.9014,26.07,10.2411
20231101,09:00,水电有功,165.9575,92.268,0.0,2.7781
20231101,09:00,光伏,1525.0575,33.46,0.0,0.6852
20231101,09:00,发电有功,15180.8789,0.0,0.0,0.0
20231101,09:15,火电燃煤,11511.8125,69.2642,26.27,10.3145
20231101,09:15,风电,346.0789,5.0,0.0,4.7378
20231101,09:15,水电有功,165.9139,92.3268,0.0,1.4594
20231101,09:15,光伏,1726.8784,37.89,0.0,0.5422
20231101,09:15,火电生物质,1250.946,0.0,0.0,0.0
20231101,09:15,发电有功,15221.4922,0.0,0.0,0.0
20231101,09:30,光伏,2210.7974,48.51,0.0,0.7258
20231101,09:30,风电,311.9456,4.53,0.0,7.0642
20231101,09:30,火电生物质,1277.7753,0.0,0.0,0.0
20231101,09:30,发电有功,15334.5078,0.0,0.0,0.0
20231101,09:30,火电燃煤,11139.1201,66.9964,27.17,10.4034
20231101,09:30,水电有功,165.5168,92.4328,0.0,3.1238
20231101,09:45,火电生物质,1260.099,0.0,0.0,0.0
20231101,09:45,风电,306.4672,4.45,0.0,8.269
20231101,09:45,水电有功,165.0321,92.1323,0.0,2.9964
20231101,09:45,火电燃煤,10579.8086,63.5654,28.63,10.6367
20231101,09:45,发电有功,14946.1094,0.0,0.0,0.0
20231101,09:45,光伏,2417.7314,53.05,0.0,0.5354
20231101,10:00,火电燃煤,10578.0459,63.6891,28.45,10.7665
20231101,10:00,水电有功,165.5982,92.566,0.0,2.9504
20231101,10:00,风电,279.6179,4.04,0.0,11.0421
20231101,10:00,光伏,2701.4482,59.28,0.0,0.5725
20231101,10:00,火电生物质,1268.8596,0.0,0.0,0.0
20231101,10:00,发电有功,15215.9043,0.0,0.0,0.0
20231101,10:15,光伏,2902.6765,63.69,0.0,0.4003
20231101,10:15,发电有功,15267.582,0.0,0.0,0.0
20231101,10:15,火电燃煤,10443.8135,62.9246,28.65,10.7949
20231101,10:15,火电生物质,1258.3683,0.0,0.0,0.0
20231101,10:15,风电,270.4691,3.9,0.0,10.867
20231101,10:15,水电有功,165.7828,92.7511,0.0,3.0357
20231101,10:30,发电有功,15412.8896,0.0,0.0,0.0
20231101,10:30,水电有功,165.8428,92.98,0.0,2.8751
20231101,10:30,光伏,3246.7568,71.24,0.0,0.5175
20231101,10:30,火电燃煤,10232.8564,61.4985,29.57,10.877
20231101,10:30,风电,265.3783,3.82,0.0,10.7772
20231101,10:30,火电生物质,1273.016,0.0,0.0,0.0
